epoch,train_loss,train_mae,val_loss,val_mae
0,0.17490274400591108,0.286006008528134,0.09359055240327419,0.20729029575655422
1,0.07580232349067254,0.19460339848036037,0.06714471507429087,0.1847299099784921
2,0.05556902835048578,0.16522241809081564,0.04501370962618983,0.14517400066311978
3,0.04514562222788447,0.1476251191244068,0.04465603538151511,0.15120317252622292
4,0.03936858027085671,0.1371769115657738,0.033254488540125075,0.12337225874524467
5,0.03538747512514321,0.12976506841380203,0.03452090733140439,0.13160688176635452
6,0.03193197880209458,0.1225859164563066,0.025176659363280878,0.10551975456053243
7,0.0289850045769079,0.11598797372258393,0.03384944019220801,0.1261793996144494
8,0.02758876418873584,0.11305051239995216,0.022556938107265053,0.09899840106431737
9,0.026467178868253154,0.11113245328031289,0.022450081735505768,0.101368711131965
10,0.024299873248272198,0.10568592599328187,0.024583036745159922,0.11039526359425628
11,0.023255509352889062,0.10298118507937454,0.018475023901121164,0.0864459869325861
12,0.02246580486025732,0.10152338837126833,0.019698872831626833,0.09480412141647859
13,0.020924401865174167,0.09720552656387209,0.019857491979620983,0.08694768474878578
14,0.020856690217853455,0.09740008580160966,0.01716428835466275,0.08200326935019368
15,0.019996791074972927,0.09538076128881819,0.020756866681381256,0.09927740457975959
16,0.018898823498486556,0.09248668695595748,0.016211400861953475,0.0804058724374056
17,0.018548467576732026,0.09143228683186881,0.016217799436195567,0.08106440855333938
18,0.01781507010233532,0.08970624021304303,0.01768859185698139,0.0907394625682661
19,0.017314630532047248,0.08866750476164717,0.018820796460103855,0.09872633482683833
20,0.017093770519115693,0.08811896963259257,0.014352407679415096,0.07526242520982665
21,0.016487179906989658,0.08575773449039244,0.013535257284939749,0.07236914075648304
22,0.016425203517195022,0.08615039957161204,0.012732734847869106,0.06882030832853046
23,0.017667747717739466,0.08901144627056568,0.014692621587220268,0.0751506769219437
24,0.016683386544959006,0.08677902272139336,0.012977754893795775,0.07196641943295334
25,0.01554312364547656,0.08378753749004522,0.0140996047498195,0.07686388102338412
26,0.014802136915303852,0.08146699969370465,0.013152604372650912,0.06918950882840434
27,0.01549067577606181,0.08369074179520285,0.014931856651159515,0.08391082674737708
28,0.014278722401070712,0.07953214084146443,0.011465055848241326,0.06395884227959914
29,0.014593211637496661,0.0811045290968359,0.010940532562415221,0.06260888400139172
30,0.013663441867716798,0.07770044708665626,0.011545029183310875,0.06608739263364202
31,0.013481762032621645,0.07725929570281014,0.011786514001692857,0.06748496566006382
32,0.013962682046369872,0.07965562104738026,0.011483270822867844,0.06637465092170283
33,0.01340699003941881,0.07666578155665119,0.012512466303105978,0.07295677530575778
34,0.013604885853797221,0.07860082565358403,0.011107529203609932,0.06453125176749072
35,0.013614416609244048,0.07753224657533261,0.014729388816112628,0.0850377211469625
36,0.01291247117322877,0.07587072941167163,0.010965956315538785,0.06504701375582746
37,0.012483548307904572,0.07416159596147916,0.015110026334586238,0.08558627155254746
38,0.012790189938883152,0.07542043423620559,0.012070782452064747,0.07303874429897263
39,0.012400476798056224,0.07377434084039322,0.010898476610779095,0.06568957297453888
40,0.012366923709450497,0.07378776622263536,0.011722614947519763,0.06981366885097234
41,0.012392912412325771,0.0743001170725488,0.0107770041922578,0.06309976604584797
42,0.01200172609308615,0.07264971039085112,0.013028473035781687,0.07567912110673225
43,0.012555148315224576,0.07384416687052041,0.010192811831693745,0.05941126982874256
44,0.011842369020190764,0.07226195557046546,0.009844238753664249,0.05659626566946954
45,0.012088825896944901,0.07356195487518986,0.014201170454339907,0.08460082866266161
46,0.012010700430825806,0.07256012434041012,0.011328770860038027,0.06490956945425051
47,0.011942438796270521,0.07261249598891194,0.009810432773162535,0.059106502554438854
