epoch,train_loss,train_mae,val_loss,val_mae
0,0.1746103115560151,0.2858541344837428,0.10711268705760413,0.20615379999379374
1,0.07410157490720949,0.19225973133632437,0.07167201340063506,0.19466938527828784
2,0.05435261719047346,0.1633770020375779,0.044080697400093856,0.14423339153999024
3,0.04416217862804905,0.14593381892778434,0.040423958831822114,0.14026683515426872
4,0.03799866837986836,0.13485933701103192,0.037291910101384995,0.13811658246199426
5,0.034366216142590375,0.12790746958979338,0.03440448161041261,0.13245360296136266
6,0.03112858057441322,0.12105762212536125,0.023853298213922767,0.10342796888671589
7,0.028369720158465662,0.11478549038093284,0.03947862123290543,0.1412358007972088
8,0.02714815904438662,0.11219622093626104,0.02358928691833318,0.10252967408386647
9,0.0259293382674094,0.1100084574880352,0.020959157246425417,0.09674786340432905
10,0.0238362612090181,0.10493484747657465,0.022458545254493888,0.10340467808771893
11,0.022826601675368385,0.10217108813067365,0.018619807498081602,0.08788733966417606
12,0.021995156483417877,0.10068901971635383,0.01846393473275224,0.09034200590289504
13,0.020652952130824798,0.09674922806325326,0.018264981420153533,0.08614893110642081
14,0.020169507325926688,0.09592507461972205,0.016734966833513918,0.0817944325702452
15,0.019701100976551884,0.09490339978683242,0.024499005408396612,0.11400031409080907
16,0.018905142916993432,0.09268490098087873,0.015840645641435672,0.07875848916615551
17,0.018327616725378637,0.09091118680770917,0.01575539774911003,0.07975782031762636
18,0.017488156035758786,0.08910317475655946,0.016598307196760413,0.08669572409451062
19,0.016987967989640907,0.08790408232152593,0.016279994775981813,0.08749447991609993
20,0.017117635468899408,0.08834187827214812,0.014215298900110545,0.07570720398577373
21,0.016261091369921824,0.08521309700190415,0.01323985330678811,0.0713459302303996
22,0.016047110137372537,0.08530837496743562,0.013174355945019013,0.07145343870191918
23,0.0167447653224844,0.0863164998533891,0.012573012276668186,0.06790092372526742
24,0.015649894377034148,0.08415979611606969,0.012957645260449726,0.07297301328633948
25,0.015501723486839697,0.0837610279089626,0.01509186844018574,0.081476641376557
26,0.014691417208327777,0.08129034525296107,0.01270144031241783,0.06835012363184916
27,0.014868523037286993,0.08201535638641606,0.013834478448185677,0.07920841259136684
28,0.014100593761791952,0.0792039501186719,0.0119908055567781,0.0684346462603722
29,0.014272879095576492,0.08056398497127586,0.011435489131884554,0.06630753820181659
30,0.01428461591688733,0.07926166742787287,0.012308577111934267,0.06778394708401268
31,0.013936099546214036,0.07836244612489741,0.012374439954585752,0.06928281357059891
32,0.013873945345108012,0.07956892755902405,0.011277893423622403,0.06519421544895229
33,0.013450604207526742,0.07665797783976282,0.011482907358725947,0.06753599623773408
34,0.01334921668372228,0.07792251693219437,0.011110273258572187,0.06547135160440923
35,0.01346562236151098,0.07670170033570332,0.013514991832768046,0.07870176654398313
36,0.013000929077066938,0.0761539326738863,0.011466505256949025,0.067887519850164
37,0.012490891979703702,0.07413525207619011,0.018160979867771185,0.10108356661580363
38,0.012638165836790788,0.07513381370788905,0.01102613093006075,0.06742191978881536
39,0.012219702324574488,0.07322480158326913,0.010792023207600587,0.06604283749906327
40,0.01236874329382552,0.0737815222816739,0.012191525304051319,0.0706306045736667
41,0.013255093947110955,0.07737646356313818,0.010468168382209316,0.06135612932274258
42,0.011976987961385105,0.07276052428312153,0.015585856751832113,0.0895115334391234
43,0.011696586485870084,0.07142480396269305,0.009982650458081938,0.05843489400166351
44,0.011762886442583883,0.072101149623841,0.009767605548744023,0.057621728358257684
45,0.011851421541130131,0.0730478238463007,0.014730966928755654,0.08589878475515259
46,0.01179470215252574,0.07220158096587738,0.01008680141470623,0.06083320084854106
47,0.011852969961037877,0.07256291677336574,0.010290373580994846,0.06114728255752834
48,0.011468445455572825,0.07077592631034588,0.010031549646652564,0.05919031230214763
49,0.011257231786086798,0.06989925358950687,0.014094218533027425,0.0830134715878372
50,0.011073873793297053,0.0694287806851298,0.0123263218572859,0.07505410218373736
51,0.01113960195488272,0.06973084579496446,0.009382557602160049,0.05631938038655967
52,0.010642996024322199,0.06773555784335147,0.013103653633293546,0.07661928832184184
53,0.010967710605585677,0.06932902351137135,0.009857114203165448,0.05803215610231601
54,0.010666226899214405,0.06794471046204073,0.009563691029979497,0.056594087035334834
55,0.010921321656381428,0.06951533180626225,0.010498168538944738,0.06521429550747485
56,0.010801770474435366,0.06864615972056905,0.010380349261473599,0.05888491009546473
57,0.013413487294473026,0.0737843789296737,0.0665779497802229,0.17692020537269193
58,0.012577160085475594,0.07249942691445539,0.009430130201629021,0.056138845585190916
59,0.010344535398149677,0.06697385202091165,0.00924530757545827,0.055741202699845095
60,0.010509783193738607,0.0675256368300251,0.01004501375975768,0.06057299689976911
61,0.01019342801788622,0.06650013634089151,0.009861287269598675,0.05833116249548489
62,0.010274754924065146,0.06650171719691664,0.01057682344739105,0.0633903529779118
63,0.010384090114599944,0.06776489425866736,0.011635982299654351,0.07375391034631806
64,0.01086865123775227,0.0684025471496122,0.01150306398201049,0.07074539866045955
65,0.010129420497079275,0.06589096776213091,0.009780366174257496,0.05791930319481374
66,0.00993825339857509,0.06485935267280463,0.009285002952917518,0.055976221204260934
67,0.010018784026389367,0.06577592168152782,0.009892731254651038,0.05632777118148009
68,0.010287565762090695,0.06652943788791352,0.009574588403211228,0.05806894522859764
69,0.009919134211189706,0.06541928063819058,0.009315836546310326,0.05606809192233174
70,0.010305315033361292,0.06723455587167178,0.00983551777814553,0.05879044112265264
71,0.009901365283571632,0.06555903398443656,0.009686228345398116,0.05906446768652358
72,0.009725842702002803,0.06407247030804801,0.009700654125542519,0.057098910375257085
73,0.009946158582900327,0.06561059554580012,0.008803612718136233,0.05403328670678561
74,0.009754418575181452,0.06505469218215838,0.01168809934723087,0.07511926859023718
75,0.009621679474083093,0.06406139720762272,0.009741013908045024,0.059035701208538904
76,0.009348480230913527,0.06316852885973916,0.009683181766373812,0.05775805558498988
77,0.009459147558474993,0.0637808236156792,0.009698372033049874,0.05875034908499156
78,0.009516452878145905,0.06407552562290504,0.010858171896196273,0.06298314466826027
79,0.012933036594991775,0.07219590201221217,0.010108052519638812,0.05857189290474216
80,0.011949854661775882,0.07027166811525404,0.012564319874365635,0.06989772519219731
81,0.010796535231559042,0.06711239421858826,0.009672790526516217,0.057511731392686366
82,0.009627156572794268,0.06327072564794844,0.009148444793933097,0.05361787995271289
83,0.009567090136051046,0.06368201935239313,0.009463094872845069,0.055835555248351224
84,0.009380078878884146,0.06273413088310957,0.009533728431781487,0.05689998481681234
85,0.009485385003493756,0.06306424467649596,0.009453519305265279,0.057837759256699116
86,0.009488201689463469,0.06307952871431306,0.009204690481420554,0.05530628579253561
87,0.009129062233590493,0.062082811790122934,0.009786480130321431,0.05866920629629381
88,0.009516680560679083,0.06349881559769492,0.00905254525007477,0.055417207620573235
89,0.0089701807602379,0.06104905789518823,0.01062163537969669,0.06556008876822841
90,0.00915550132556024,0.06272681279705919,0.010841417600465256,0.06268148801797392
91,0.009421977609713536,0.0634007616096984,0.009158924779017337,0.055388889084110896
92,0.008964478005544032,0.061206447007997114,0.011353137804834499,0.07468515995292084
93,0.009163610922679243,0.06251215020053448,0.00897503874662855,0.05403638098304661
94,0.008999494566870034,0.062328934201782794,0.008501879140496021,0.05242327069041868
95,0.009605168292576583,0.06390107363848105,0.008533426660246674,0.052074789688406495
96,0.00864776164375866,0.06019154465668777,0.012217051931696192,0.07929349676499658
97,0.008804969937720643,0.06125274297140351,0.00976752291091967,0.05813373793425803
98,0.008757735805053922,0.06085848028758908,0.008915419823211675,0.054154446119063594
99,0.008824748300071177,0.06128546507049265,0.010986861137972696,0.06524898484011725
100,0.008813006694638624,0.061244717153771965,0.009195053791720439,0.05660078477036146
101,0.00879756071792323,0.0607895176520488,0.009248548360636533,0.055271774920749236
102,0.009039469576004521,0.06178469765363441,0.00897866171232431,0.05500349316649835
103,0.008625631091343313,0.0603657911197227,0.00938283184829123,0.056311865292503954
104,0.008508362407400554,0.059920096806567645,0.008761647683695946,0.053721506690801744
105,0.008437188146925866,0.05985618485752737,0.008619605667684485,0.05294733908836215
106,0.008717937051862894,0.06122871708390253,0.009514418116810279,0.057664421383691156
107,0.008589545027893372,0.06043000545227085,0.009695091062276211,0.05944497274383899
108,0.008681053553283174,0.06044538852051952,0.009102568800428718,0.054714302503337725
109,0.008557227913303852,0.05970029087618012,0.009204234993660548,0.05470369156392389
110,0.008451921898647638,0.05935838422274856,0.013211826178146454,0.07432585994904488
111,0.008422992657562627,0.059980960018229626,0.008712988878533803,0.05226900202761994
112,0.0084410509017029,0.060091568702218955,0.008683202926602723,0.05229470084257819
113,0.008423689593422821,0.05964208470219629,0.009312830393823435,0.058175697188952345
114,0.008246820720556125,0.05925267708688373,0.008785464270581923,0.052162019286825095
115,0.00855280965244824,0.06047737287875787,0.00882564403401813,0.05339582213973215
116,0.008326265009813783,0.05966527763048044,0.008999612553077881,0.05320571127994853
117,0.008440189923667518,0.0601348900639975,0.009989334026677813,0.06387816042027782
118,0.008283909633631304,0.05903976618844881,0.00863615202421205,0.05266267129367372
119,0.008561212959736032,0.06014406105223145,0.009540919497677703,0.05504730615149567
120,0.008276647549680678,0.059304536461799534,0.009822874043385214,0.05998742275535515
121,0.008327112854205588,0.0592115627753204,0.009610093608512471,0.057733027826389824
122,0.008369546122784314,0.05962939390413717,0.008860536103419218,0.05378087748292571
123,0.008036685226751532,0.05820535867090466,0.009659959293535143,0.059181556276428154
124,0.008127576500663942,0.05825989464582922,0.010955428419873516,0.06875445026846833
125,0.008285353160187097,0.05926853637309681,0.009096761142625259,0.0548119485168073
126,0.007989289691073723,0.05819021454559636,0.011280415735732598,0.07323826282218988
127,0.007969920462428455,0.05819036094706968,0.008723962042816181,0.053126710818547015
128,0.00832911803372173,0.05930728389629869,0.010674359113041912,0.06083722784618881
129,0.008388627992976107,0.059332027614291426,0.009111012569981156,0.055990627179741195
130,0.008120999208630571,0.05835889799294749,0.008861178582309078,0.05450851955110749
131,0.008511964708599988,0.05960474584373611,0.008437624736264228,0.05171307306696006
132,0.008101142106268394,0.05842996173432432,0.008849883028678255,0.0527795214288641
133,0.007997824358930853,0.05832916309685096,0.008908873529907105,0.053255303892717785
134,0.008373797923404017,0.05956066867421853,0.009073323877406371,0.05494924250001864
135,0.007987411362333876,0.057757683417179385,0.009933157609915802,0.06058087102891065
136,0.007856846771134124,0.05769239491801207,0.009110763905141286,0.05499563637227638
137,0.0076900032221887795,0.05718451401519893,0.009732736367287215,0.06203628157213251
138,0.008092579181608777,0.05866460959120052,0.009295694639375147,0.058739930046506045
139,0.007874032710384045,0.058258833559904716,0.008761742726265781,0.05390303489239389
140,0.007802058222145072,0.05750514034592407,0.010192941280700368,0.062169000872914194
141,0.008065975620011526,0.05873151829948199,0.00881175283387537,0.053799631119703074
142,0.008314237545646166,0.05951684857280205,0.009046689273681352,0.05627935249941805
143,0.00772973054986404,0.056984729392387724,0.00916067669400908,0.058347474812646474
144,0.007796260179505154,0.05745763493707492,0.008569196694002402,0.05249194001632732
145,0.007594988537981324,0.05660192099045313,0.008532811571826896,0.05283150933433414
146,0.00792479087887734,0.05815315486509484,0.008412658253648207,0.051716458118445906
147,0.007851211632261918,0.057562318446997954,0.008861249411741148,0.0543268880214026
148,0.007604635356074955,0.056303973501942335,0.00920289918077744,0.05577752194345261
149,0.008069064899789877,0.05864896206107692,0.010242301773697974,0.06420157492567416
150,0.008015136779755502,0.05856472490738326,0.012649738943082278,0.07408504042660011
151,0.008410311941631872,0.05964839776672096,0.010820317309672145,0.0665175803365061
152,0.007727336603117181,0.057242593707715686,0.008742368869123709,0.053806365616963066
153,0.007698629774362756,0.057450133449421806,0.00924845996474892,0.05548580316761347
154,0.007822967440255558,0.05756760764247931,0.008693973564145129,0.05319580958282262
155,0.00755871022249072,0.05684600449900287,0.009326472080456167,0.054979850887364366
156,0.007830784052634859,0.05772978172028524,0.008718330953566028,0.053307192448178706
157,0.007666282055144232,0.05693830174711111,0.010446791633102298,0.06364397899346962
158,0.009723961778503992,0.06257260263877847,0.01799417460764913,0.09373527327999659
159,0.01017448897603327,0.06617798797044717,0.00902056628675706,0.05508540676249093
160,0.008065670326184523,0.058894482665660164,0.008414650607194166,0.05193955953984584
161,0.007585667926915077,0.05642963776236971,0.010730419743983954,0.06719513239964774
162,0.0076175581510783364,0.05754934334981667,0.008953929511000725,0.05454824108317182
163,0.0077895651475119185,0.05854505290413392,0.008796397663416165,0.05287439269192972
164,0.008036407168511452,0.05787274002490514,0.009000978878675566,0.053619241920209344
165,0.007592799977437296,0.05663262011109236,0.008632044171090399,0.052826318982775164
166,0.007760060094180255,0.057845441794830726,0.011633063703832321,0.07319450485552577
167,0.007513112921145763,0.056953203269764954,0.008501297893389229,0.05275657049237175
168,0.0077733921828742805,0.057973891787515615,0.00878020434599696,0.05263554927400907
169,0.0077204790829720794,0.05744280973078967,0.00904469224046654,0.053734403574802275
170,0.007627211475113315,0.05716570778056267,0.00926136879219335,0.05561373641344797
171,0.007840441140029368,0.05792678946849674,0.009688264871230142,0.05928316826952863
